id;id_textual;nom;activat;visible_publicacio;id_pare
56325;SOLIDARIS;Solidaris;0;0;56287
56681;SOLSONES;Solsonès;0;0;56568
57030;SOMRIU;Somriu;0;0;56287
56689;TARRAGONES;Tarragonès;0;0;56567
56667;TERRAALTA;Terra Alta;0;0;56569
56526;TOTESMOU;Tot es mou;0;0;56287
56320;RESTCANIBAL;Un restaurant caníbal a Berlín;0;0;56287
56692;URGELL;Urgell;0;0;56570
56674;VALLESOCCIDE;Vallès Occidental;0;0;56565
56695;VALLESORIENT;Vallès Oriental;0;0;56565
57036;VINAGRETA;Vinagreta;0;0;56287
56315;VOSALTRESMAT;Vosaltres mateixos;0;0;56287
56289;ZENIT;Zenit;0;0;56287
